id,name,popularity,genres,related_artist_ids,related_artist_names
3w2HqkKa6upwuXEULtGvnY,FLOW,63,"['anime', 'j-poprock', 'otacore']","['41wiRMqVmNSZ3FFM7JIeht', '16FpDRuy5xMHpuLYZV0Hkt', '2mg9AmMi3b9jTbaOR5If4C', '2XhA8BOHxO5NwbY6q3W8mD', '6m14xgA0m3w92UM7ujJgky', '2KnTQRef7hcVlK7vO9wPzI', '12CmFAwzxYnVtJgnzIysvm', '4rqJz9fE9prZvQd8WsQv6q', '0Oazwl71qoHvXnbSxv0wOT', '0MK8l3nURwwQIjafvXoJJt', '18moNotPmBWa2YZtRnIoZ3', '24b231EnCM3BkpiuWs5VBE', '7gRg6C2qgQ1F01k3sgyEVt', '5YneEA2nLtAhkD5t2769lZ', '3B9O5mYYw89fFXkwKh7jCS', '3NTbOmzlj2cL86XFuDVFvZ', '6cutt8thPFUICMfxaYerWd', '2zwGPEFviyaICCDiAWxLjy', '046RRGSoYRQ7qIKliJJSNS', '3PWp9R5HvbQgxI5KBx5kVd']","['BACK-ON', 'NICO Touches the Walls', ""ROOKiEZ is PUNK'D"", 'Aqua Timez', 'UVERworld', 'Home Made Kazoku', 'Hello Sleepwalkers', 'THE ORAL CIGARETTES', 'BURNOUT SYNDROMES', 'ASIAN KUNG-FU GENERATION', 'Eir Aoi', 'SID', 'SPYAIR', 'Ikimonogakari', 'TK from Ling tosite sigure', 'MAN WITH A MISSION', 'MY FIRST STORY', 'DOES', 'Shoko Nakagawa', 'KANA-BOON']"
41wiRMqVmNSZ3FFM7JIeht,BACK-ON,49,"['anime', 'anime rock', 'j-poprock', 'otacore']","['2mg9AmMi3b9jTbaOR5If4C', '3GnM9zjuaItYitYvN8lneJ', '3w2HqkKa6upwuXEULtGvnY', '6cutt8thPFUICMfxaYerWd', '16FpDRuy5xMHpuLYZV0Hkt', '07wkA1PSnyfE7GcxKzf8sX', '12CmFAwzxYnVtJgnzIysvm', '2XhA8BOHxO5NwbY6q3W8mD', '6m14xgA0m3w92UM7ujJgky', '3jdzcmtw5XOmOkSb2mRDtr', '7gRg6C2qgQ1F01k3sgyEVt', '35VNJ4BFDvs9XkLf6ghUi6', '2KnTQRef7hcVlK7vO9wPzI', '0r2CfjmaWc0FMbbmsb4zgD', '4awZsyevkX7tP6nu1rFvUq', '3j8Vtsosedh2OfhYZ381pC', '5Kpt1mryjiwHa9goYPQG1o', '7hTZwqQILVH4bAbN67CeEz', '18moNotPmBWa2YZtRnIoZ3', '5iZSZ19Lnt6iQTDITRF7Mn']","[""ROOKiEZ is PUNK'D"", 'Mashiro Ayano', 'FLOW', 'MY FIRST STORY', 'NICO Touches the Walls', 'Abingdon Boys School', 'Hello Sleepwalkers', 'Aqua Timez', 'UVERworld', 'T.M.Revolution', 'SPYAIR', 'Stereopony', 'Home Made Kazoku', 'WEAVER', 'Nami Tamaki', 'LAST ALLIANCE', 'flumpool', 'SCANDAL', 'Eir Aoi', 'Fear, and Loathing in Las Vegas']"
16FpDRuy5xMHpuLYZV0Hkt,NICO Touches the Walls,54,"['j-pop', 'j-poprock', 'j-rock']","['3w2HqkKa6upwuXEULtGvnY', '41wiRMqVmNSZ3FFM7JIeht', '7p2S6p9yYGhJTtbTQFnsYZ', '2KnTQRef7hcVlK7vO9wPzI', '5jQa0f5MIMPEK7udL7UpI6', '0Oazwl71qoHvXnbSxv0wOT', '12CmFAwzxYnVtJgnzIysvm', '5Kpt1mryjiwHa9goYPQG1o', '6iglpAqZTAmvm0ffNKlaFS', '4rqJz9fE9prZvQd8WsQv6q', '2mg9AmMi3b9jTbaOR5If4C', '2XhA8BOHxO5NwbY6q3W8mD', '2zwGPEFviyaICCDiAWxLjy', '0aqPTOZlKG6ltJHv7BNlsm', '3srPc1Mytv5GmTWqsQuoXW', '5ydDSP9qSxEOlHWnpbblFB', '1luOe8HkZQ7zwuaO2wuJqI', '0MK8l3nURwwQIjafvXoJJt', '6m14xgA0m3w92UM7ujJgky', '3PWp9R5HvbQgxI5KBx5kVd']","['FLOW', 'BACK-ON', 'Galileo Galilei', 'Home Made Kazoku', 'PornoGraffitti', 'BURNOUT SYNDROMES', 'Hello Sleepwalkers', 'flumpool', 'tacica', 'THE ORAL CIGARETTES', ""ROOKiEZ is PUNK'D"", 'Aqua Timez', 'DOES', 'go!go!vanillas', 'frederic', 'Sambomaster', '[Alexandros]', 'ASIAN KUNG-FU GENERATION', 'UVERworld', 'KANA-BOON']"
2mg9AmMi3b9jTbaOR5If4C,ROOKiEZ is PUNK'D,44,"['anime', 'anime rock', 'j-poprock', 'japanese pop punk']","['41wiRMqVmNSZ3FFM7JIeht', '3GnM9zjuaItYitYvN8lneJ', '3w2HqkKa6upwuXEULtGvnY', '12CmFAwzxYnVtJgnzIysvm', '0mxcC38vLiMEP8g4MVNhO4', '16FpDRuy5xMHpuLYZV0Hkt', '07wkA1PSnyfE7GcxKzf8sX', '3j8Vtsosedh2OfhYZ381pC', '6cutt8thPFUICMfxaYerWd', '2UuqBfUO2fG9JUvMitpXKT', '7gRg6C2qgQ1F01k3sgyEVt', '2XhA8BOHxO5NwbY6q3W8mD', '35AeYLIKrorZDAxsb40vVZ', '2KnTQRef7hcVlK7vO9wPzI', '4rqJz9fE9prZvQd8WsQv6q', '3IN5Twv2f6MM4yIyhwHIIo', '0r2CfjmaWc0FMbbmsb4zgD', '08aT4nW2iKh4WRoYojWmDE', '7zyObVag8rUjItn71SkIrh', '5Kpt1mryjiwHa9goYPQG1o']","['BACK-ON', 'Mashiro Ayano', 'FLOW', 'Hello Sleepwalkers', 'Nano', 'NICO Touches the Walls', 'Abingdon Boys School', 'LAST ALLIANCE', 'MY FIRST STORY', 'ALL OFF', 'SPYAIR', 'Aqua Timez', 'ラックライフ', 'Home Made Kazoku', 'THE ORAL CIGARETTES', 'THREE LIGHTS DOWN KINGS', 'WEAVER', 'The Winking Owl', 'Survive Said The Prophet', 'flumpool']"
3GnM9zjuaItYitYvN8lneJ,Mashiro Ayano,40,['anime'],"['41wiRMqVmNSZ3FFM7JIeht', '2mg9AmMi3b9jTbaOR5If4C', '6nvlfxR3ZRCNzw39ZTcGSR', '18moNotPmBWa2YZtRnIoZ3', '1zPnpAM7fGFr7pl8OSNvak', '4gaoQ5e8RCOVswub7zcfoV', '4eL15GpHSLAAvv5sT00c5i', '0JQH8OHvGdooprROP18Wg6', '3Oe9PeZLoQuF3ysW6UjJgn', '0r2CfjmaWc0FMbbmsb4zgD', '5pjjlQXYjoMFWdjdKOre9s', '06F1MiFx0dHLHEPQBIrcr9', '3O0kLS5sLZ41XZRxjBKmLF', '4m8EQCzawO944K6vdFpxs0', '4SLTgwsFXbomwbNjsAvs3E', '3YmAt9U9INQwxAwfgMVfKD', '7MIbdLkqD1qQE35LSISIM6', '5aiaXK8lcIBT52N1WmN9BK', '0RLTJBHe0jhxEVsYMVCMz0', '3QS28Yj4tEhd4Iigd2VceX']","['BACK-ON', ""ROOKiEZ is PUNK'D"", 'Lenny code fiction', 'Eir Aoi', 'KISIDA KYODAN & THE AKEBOSI ROCKETS', 'Suara', 'Luna Haruna', ""May'n"", 'ELISA', 'WEAVER', 'ASCA', 'KOTOKO', 'Konomi Suzuki', 'Altima', '黒崎真音', 'TrySail', 'GARNiDELiA', '西沢幸奏', 'Amamiya Sora', 'Chiho']"
7p2S6p9yYGhJTtbTQFnsYZ,Galileo Galilei,48,"['anime rock', 'hokkaido indie', 'j-pop', 'j-poprock', 'j-rock']","['16FpDRuy5xMHpuLYZV0Hkt', '7fD1pCIsnPsUt6mHizHGnt', '6iglpAqZTAmvm0ffNKlaFS', '3RkPaFeTMrHIsB5HMEUdNt', '5Kpt1mryjiwHa9goYPQG1o', '4q5fHrf0Q0R6imQ3etjXEG', '0GtBUVp1cWdIUKwm2GHTHc', '0r2CfjmaWc0FMbbmsb4zgD', '2QgdUzpKFNxey5IuwvsGBL', '19oTSjL9FYG6cemjnNwiuF', '5ydDSP9qSxEOlHWnpbblFB', '449AEgfeOxqAuRn0uX6l3u', '4g59G9OEAMkD8pd8oiEqx0', '7n437ZdDaCzqjJDJ7WmbyX', '0hCWVMGGQnRVfDgmhwLIxq', '3cbd5GWGOknxmFAe77MDbk', '54vKDgG7qoKqB4IHVknTcl', '6uovEmc6Z1C1aUvvdKACXQ', '26WuprsX7JRG69T0PXkze4', '6T4K8YuFc0JPDrYgABbxao']","['NICO Touches the Walls', 'CHIAKI SATO', 'tacica', 'Base Ball Bear', 'flumpool', 'Straightener', 'Chatmonchy', 'WEAVER', 'Fujifabric', 'negoto', 'Sambomaster', 'UNISON SQUARE GARDEN', 'Supercar', 'androp', 'Sakanaction', 'ELLEGARDEN', 'SAKANAMON', 'yonige', 'Quruli', 'amazarashi']"
6nvlfxR3ZRCNzw39ZTcGSR,Lenny code fiction,48,['j-poprock'],"['35AeYLIKrorZDAxsb40vVZ', '2UuqBfUO2fG9JUvMitpXKT', '12CmFAwzxYnVtJgnzIysvm', '3GnM9zjuaItYitYvN8lneJ', '0LlH6J1tj2TPq7AlwXAkY5', '2mg9AmMi3b9jTbaOR5If4C', '1CWmF1EcrKoWIbZt9Ivfg2', '16FpDRuy5xMHpuLYZV0Hkt', '0Oazwl71qoHvXnbSxv0wOT', '5CVx8gIHxBaYMuQVXr8ogM', '1tofuk7dTZwb6ZKsr7XRKB', '41wiRMqVmNSZ3FFM7JIeht', '0r2CfjmaWc0FMbbmsb4zgD', '4bykb0rz2eT2t2kzihCsne', '5upXI71QNPjLwir1YZgKEx', '4rqJz9fE9prZvQd8WsQv6q', '3w2HqkKa6upwuXEULtGvnY', '449AEgfeOxqAuRn0uX6l3u', '3PWp9R5HvbQgxI5KBx5kVd', '3B9O5mYYw89fFXkwKh7jCS']","['ラックライフ', 'ALL OFF', 'Hello Sleepwalkers', 'Mashiro Ayano', 'Cö Shu Nie', ""ROOKiEZ is PUNK'D"", 'BLUE ENCOUNT', 'NICO Touches the Walls', 'BURNOUT SYNDROMES', 'Brian the Sun', 'MADKID', 'BACK-ON', 'WEAVER', 'BRADIO', 'cinema staff', 'THE ORAL CIGARETTES', 'FLOW', 'UNISON SQUARE GARDEN', 'KANA-BOON', 'TK from Ling tosite sigure']"
7fD1pCIsnPsUt6mHizHGnt,CHIAKI SATO,42,['japanese r&b'],"['6cMnpAZ9QN0wn4dVd0Tinb', '5YCsKCBbhMHBKBh2MllF5d', '1JWciWrGdCTOWeycrjFWpS', '75eQ7NabzgaaUYcrqSY0FK', '3WwL2Gya2VH0zHzOdakOX2', '0vroxhoPPl0k04dqKWYHZK', '0FXJ7e5WRLaSMZvKhZDZx2', '7kDTCZA56nH6fCdEY0rBgh', '7tyrh2CwSnilzMD8olQxcx', '6sAONleCsmAyP87OHsVAPV', '5ztM0WRyJguGFiLusqTBKs', '26WuprsX7JRG69T0PXkze4', '5D21ZneiMBeuS22kVg2sxE', '0nmnnGl422TngJtYeEj5vD', '1gpNGL4WHSegm0WXj2j1m0', '2V8UZPMR1EbkXhzvEGBTrV', '61H9d7hbIfFNxJJQmIL9AJ', '21bkNzNX7do9qb8SM9wFQF', '5YVpCleE4Ysa6YRa66nzIN', '1V1HDPQwGOyUIr9KB6Oq7Q']","['TENDRE', 'AAAMYYY', 'odol', 'Regal Lily', 'ROTH BART BARON', 'ぷにぷに電機', 'Ghost like girlfriend', 'Yogee New Waves', 'LUCKY TAPES', 'chelmico', 'AKAIKO-EN', 'Quruli', 'kiki vivi lily', 'Tomita Lab.', 'clammbon', 'Lucky Kilimanjaro', 'Kinokoteikoku', 'Mamiko Suzuki', 'DADARAY', 'cero']"
6iglpAqZTAmvm0ffNKlaFS,tacica,45,"['j-poprock', 'j-rock']","['3RkPaFeTMrHIsB5HMEUdNt', '16FpDRuy5xMHpuLYZV0Hkt', '0zEbGW70TQHSOf4Ip1oeVn', '4q5fHrf0Q0R6imQ3etjXEG', '07PkYuHKeec24az6lKeUS5', '7p2S6p9yYGhJTtbTQFnsYZ', '2QgdUzpKFNxey5IuwvsGBL', '34d8V2nUwp937CmL9pQ6xV', '4fWRCuKlIFH07b4bXV7sRU', '1hLhr1vN1iKGMb0B0MTN6k', '0nwTdEUuG7c1M3kR9CIIxm', '6p9WIYQw0mKWdAvkLc4QvZ', '5ydDSP9qSxEOlHWnpbblFB', '6T4K8YuFc0JPDrYgABbxao', '5qnfrFRZ95ll1wX2c9Lfhg', '5CVx8gIHxBaYMuQVXr8ogM', '4AQqBRDKp5y5D7XXMhyq4s', '7n437ZdDaCzqjJDJ7WmbyX', '2zwGPEFviyaICCDiAWxLjy', '0GtBUVp1cWdIUKwm2GHTHc']","['Base Ball Bear', 'NICO Touches the Walls', 'ACIDMAN', 'Straightener', 'People In The Box', 'Galileo Galilei', 'Fujifabric', 'THE BACK HORN', 'LAMP IN TERREN', 'BIGMAMA', 'syrup16g', 'WOMCADOLE', 'Sambomaster', 'amazarashi', 'GOOD ON THE REEL', 'Brian the Sun', 'the HIATUS', 'androp', 'DOES', 'Chatmonchy']"
35AeYLIKrorZDAxsb40vVZ,ラックライフ,50,['j-poprock'],"['6nvlfxR3ZRCNzw39ZTcGSR', '12CmFAwzxYnVtJgnzIysvm', '2mg9AmMi3b9jTbaOR5If4C', '4rqJz9fE9prZvQd8WsQv6q', '0Oazwl71qoHvXnbSxv0wOT', '0LlH6J1tj2TPq7AlwXAkY5', '5CVx8gIHxBaYMuQVXr8ogM', '0mxcC38vLiMEP8g4MVNhO4', '3B9O5mYYw89fFXkwKh7jCS', '16FpDRuy5xMHpuLYZV0Hkt', '7zyObVag8rUjItn71SkIrh', '6cutt8thPFUICMfxaYerWd', '1CWmF1EcrKoWIbZt9Ivfg2', '0r2CfjmaWc0FMbbmsb4zgD', '7gRg6C2qgQ1F01k3sgyEVt', '0QGg16GFoyYl8yEODlSxpQ', '5Kpt1mryjiwHa9goYPQG1o', '2NmgIfLAFl1DD1FZOY4YqC', '6iglpAqZTAmvm0ffNKlaFS', '1iR65pQAV4ssTTf9JRNr9X']","['Lenny code fiction', 'Hello Sleepwalkers', ""ROOKiEZ is PUNK'D"", 'THE ORAL CIGARETTES', 'BURNOUT SYNDROMES', 'Cö Shu Nie', 'Brian the Sun', 'Nano', 'TK from Ling tosite sigure', 'NICO Touches the Walls', 'Survive Said The Prophet', 'MY FIRST STORY', 'BLUE ENCOUNT', 'WEAVER', 'SPYAIR', 'MAGIC OF LiFE', 'flumpool', 'Masayoshi Oishi', 'tacica', 'Mamoru Miyano']"
