id,name,popularity,genres,related_artist_ids,related_artist_names
64tJ2EAv1R6UaZqc4iOCyj,YOASOBI,79,"['j-pop', 'japanese teen pop']","['6mEQK9m2krja6X1cfsAjfl', '7kOrrFIBIBc8uCu2zbxbLv', '38WbKH6oKAZskBhqDFA8Uj', '4UK2Lzi6fBfUi9rpDt6cik', '5Vo1hnCRmCM6M4thZCInCj', '4SJ7qRgJYNXB9Yttzs4aSa', '3z8diLlUCkN1j9N9ZdnfBJ', '0ixzjrK1wkN2zWBXt3VW3W', '5kVZa4lFUmAQlBogl1fkd6', '0jWCX6zp4RjWrmZRxJ2uri', '2IUl3m1H1EQ7QfNbNWvgru', '4QvgGvpgzgyUOo8Yp8LDm9', '0ySFZq3Wd0SQUyJUzmJAeb', '6n4SsAp5VjvIBg3s9QCcPX', '6rs1KAoQnFalSqSU4LTh8g', '1snhtMLeb2DYoMOcVbb8iB', '0jJmZHZHNe8n24Y33z5Nil', '7HwzlRPa9Ad0I8rK0FPzzK', '6wxfx1yhyqjCPYwwxJktR2', '7JthQ6zwNzfxRfIEjp6wUs']","['Ado', 'yama', 'ZUTOMAYO', 'Yorushika', 'Official HIGE DANdism', 'Ryokuoushoku Shakai', 'NiziU', '優里', 'Aimyon', 'Novelbright', 'Vaundy', 'Mrs. GREEN APPLE', 'sumika', 'Masaki Suda', 'back number', 'Kenshi Yonezu', 'DISH//', 'SEKAI NO OWARI', 'King Gnu', 'HIRAIDAI']"
6mEQK9m2krja6X1cfsAjfl,Ado,70,"['j-pop', 'japanese teen pop']","['0XDvcwWavm2VcdiXwDKgvB', '1k5LyiTCRzPjORzcgHqJxF', '6enAUr8uYLFYHKDcnRUst2', '7kOrrFIBIBc8uCu2zbxbLv', '38WbKH6oKAZskBhqDFA8Uj', '43XkWaoCS0wKjuMJrWFgoa', '4hUWwJ0fRLx9rYtUvT26Ii', '0ixzjrK1wkN2zWBXt3VW3W', '456uhEUGfOBCtJXdqcwhUZ', '7tCgZB3cHou13zCzimxILs', '7GBDKoYYinEfOirEzLlHPK', '3z8diLlUCkN1j9N9ZdnfBJ', '5lEzAveEBteB85UVvKTanp', '5FTeeOHv4pvha8YXSmy2Hy', '5HQYtQ84Zs3hQD5ZcC7WUX', '4SJ7qRgJYNXB9Yttzs4aSa', '7kZTWx6cRLc0TSRPq1XBMP', '29XdcKZcwr9ikcmxud5UEa', '2IUl3m1H1EQ7QfNbNWvgru', '4UK2Lzi6fBfUi9rpDt6cik']","['jon-YAKITORY', 'Kanaria', '柊キライ', 'yama', 'ZUTOMAYO', 'syudou', 'P丸様｡', '優里', 'Radio Bootsy', 'ACAね', 'natsumi', 'NiziU', 'whaledontsleep', 'うみろ', 'Meychan', 'Ryokuoushoku Shakai', 'DECO*27', 'すりぃ', 'Vaundy', 'Yorushika']"
7kOrrFIBIBc8uCu2zbxbLv,yama,65,"['j-pop', 'japanese teen pop']","['5lEzAveEBteB85UVvKTanp', '456uhEUGfOBCtJXdqcwhUZ', '7tCgZB3cHou13zCzimxILs', '4SJ7qRgJYNXB9Yttzs4aSa', '2aoUBwmHWln0JSEZbi9E70', '7LTiBdByoaUd329wCpmMcM', '3AiES4wyTOfJvNgqz9baDn', '38WbKH6oKAZskBhqDFA8Uj', '2sd5k8N8cAOm6Q8OCcePw4', '7jGn8qhLb48n7yMMNfAoHv', '0JROVv4P85ZVPFbaJIqAty', '1qM11R4ylJyQiPJ0DffE9z', '1mN9lPKzTRTOop4u7S1Uy9', '2DKISYy7EvTDO7eJHBK6yF', '19FI3bwyW062xAmEy3rzsk', '22wa94PJF9zyFJMTp2BYus', '4UK2Lzi6fBfUi9rpDt6cik', '0jWCX6zp4RjWrmZRxJ2uri', '6bDWAcdtVR3WHz2xtiIPUi', '2IUl3m1H1EQ7QfNbNWvgru']","['whaledontsleep', 'Radio Bootsy', 'ACAね', 'Ryokuoushoku Shakai', 'nishina', 'MAISONdes', 'eill', 'ZUTOMAYO', 'Rin音', 'Awesome City Club', 'Kiro Akiyama', '幾田りら', 'iri', ""I Don't Like Mondays."", '(sic)boy', 'ReN', 'Yorushika', 'Novelbright', 'Fujii Kaze', 'Vaundy']"
38WbKH6oKAZskBhqDFA8Uj,ZUTOMAYO,67,['j-pop'],"['5lEzAveEBteB85UVvKTanp', '5WmX340gDNLIAyUcg4MzWN', '7kOrrFIBIBc8uCu2zbxbLv', '4UK2Lzi6fBfUi9rpDt6cik', '0PHf0oiic0xAnCrRuLTtHl', '4SJ7qRgJYNXB9Yttzs4aSa', '5zV9afUO4DVqJeRaZvfNev', '0JROVv4P85ZVPFbaJIqAty', '1KXJUpTiNeMv93LrJbbm7G', '7tCgZB3cHou13zCzimxILs', '2aoUBwmHWln0JSEZbi9E70', '6Rs4z6XgltEI01UlDlu98B', '06jSjpC81wzjoUoE61Fhdn', '7mvhRvEAHiCTQHUnH7fgnv', '1qM11R4ylJyQiPJ0DffE9z', '3hprFQEXS7glX1Jxxwv9Dn', '3p8H8HTn04KXh2NRzhKScl', '5dWE3G7COO82G6vRy2Hpum', '2c32JruIkUyfdycHmhIph4', '7LTiBdByoaUd329wCpmMcM']","['whaledontsleep', 'Sangatsu no Phantasia', 'yama', 'Yorushika', 'TUYU', 'Ryokuoushoku Shakai', 'POLKADOT STINGRAY', 'Kiro Akiyama', '美波', 'ACAね', 'nishina', 'DUSTCELL', 'Nanawoakari', 'キタニタツヤ', '幾田りら', 'Cidergirl', 'PSYQUI', '須田景凪', '花譜', 'MAISONdes']"
4UK2Lzi6fBfUi9rpDt6cik,Yorushika,69,['j-pop'],"['4SJ7qRgJYNXB9Yttzs4aSa', '38WbKH6oKAZskBhqDFA8Uj', '7kOrrFIBIBc8uCu2zbxbLv', '5lEzAveEBteB85UVvKTanp', '5DvySD4yjxyj8NvBWNfImP', '5WmX340gDNLIAyUcg4MzWN', '420aixNZr4paRQmuRXz3DS', '0JROVv4P85ZVPFbaJIqAty', '1KXJUpTiNeMv93LrJbbm7G', '0PHf0oiic0xAnCrRuLTtHl', '0ySFZq3Wd0SQUyJUzmJAeb', '1qM11R4ylJyQiPJ0DffE9z', '0jWCX6zp4RjWrmZRxJ2uri', '4QvgGvpgzgyUOo8Yp8LDm9', '4n2W84plMrq8WttT18Npwi', '7qpGWSiolU9E5WbkvTaMDd', '2aoUBwmHWln0JSEZbi9E70', '45ft4DyTCEJfQwTBHXpdhM', '1luOe8HkZQ7zwuaO2wuJqI', '1t17z3vfuc82cxSDMrvryJ']","['Ryokuoushoku Shakai', 'ZUTOMAYO', 'yama', 'whaledontsleep', 'n-buna', 'Sangatsu no Phantasia', 'Orangestar', 'Kiro Akiyama', '美波', 'TUYU', 'sumika', '幾田りら', 'Novelbright', 'Mrs. GREEN APPLE', 'kobasolo', 'CHiCO with HoneyWorks', 'nishina', 'milet', '[Alexandros]', 'Macaroni Empitsu']"
5Vo1hnCRmCM6M4thZCInCj,Official HIGE DANdism,75,"['anime', 'anime rock', 'j-pop']","['6wxfx1yhyqjCPYwwxJktR2', '7jGn8qhLb48n7yMMNfAoHv', '0jJmZHZHNe8n24Y33z5Nil', '0ySFZq3Wd0SQUyJUzmJAeb', '7HwzlRPa9Ad0I8rK0FPzzK', '6rs1KAoQnFalSqSU4LTh8g', '0wRzWf3I4lUl9hdFF5uL0m', '14T8NkbwXVZgbOvwnuGV89', '7lNFzeAXmSIKexINNgO6bu', '6ecCVdF55fHdbVlAu1lJXU', '706WzkJEacBrtkHKRpBU2q', '1AyWsgtaIgXbzjJlTx2ZDp', '4QvgGvpgzgyUOo8Yp8LDm9', '4L9VSeE7K3BTBndqEL9A6q', '0llYwFIMgF9Jzmp4ZY7wbr', '5kjGRHClVacSyllOUqU1S0', '1S2S00lgLYLGHWA44qGEUs', '22FsmLO3ZyvgWBy5QbfcQi', '2yPOqQXgXAw3TVjCNReIrD', '2N19kPGlqKY8GiyE4DkAtp']","['King Gnu', 'Awesome City Club', 'DISH//', 'sumika', 'SEKAI NO OWARI', 'back number', 'Sukima Switch', 'GReeeeN', 'Yuzu', 'FUNKY MONKEY BABYS', 'Motohiro Hata', 'AAA', 'Mrs. GREEN APPLE', 'Nissy', 'KOBUKURO', 'SPITZ', 'Gen Hoshino', 'ayaka', 'Nulbarich', 'Little Glee Monster']"
4SJ7qRgJYNXB9Yttzs4aSa,Ryokuoushoku Shakai,62,"['anime', 'j-pop']","['2aoUBwmHWln0JSEZbi9E70', '0JROVv4P85ZVPFbaJIqAty', '6TNooB9HDJ9Xs1GFPl2Fiv', '456uhEUGfOBCtJXdqcwhUZ', '1qM11R4ylJyQiPJ0DffE9z', '0ySFZq3Wd0SQUyJUzmJAeb', '0SMhG4gXGD4gzLMMz08cQU', '7jGn8qhLb48n7yMMNfAoHv', '7kOrrFIBIBc8uCu2zbxbLv', '3hprFQEXS7glX1Jxxwv9Dn', '1luOe8HkZQ7zwuaO2wuJqI', '0aqPTOZlKG6ltJHv7BNlsm', '7tCgZB3cHou13zCzimxILs', '3AiES4wyTOfJvNgqz9baDn', '45ft4DyTCEJfQwTBHXpdhM', '0jWCX6zp4RjWrmZRxJ2uri', '6MGHit7sV38BhpChZYByFv', '2DKISYy7EvTDO7eJHBK6yF', '38WbKH6oKAZskBhqDFA8Uj', '7LTiBdByoaUd329wCpmMcM']","['nishina', 'Kiro Akiyama', ""SHE'S"", 'Radio Bootsy', '幾田りら', 'sumika', 'SUPER BEAVER', 'Awesome City Club', 'yama', 'Cidergirl', '[Alexandros]', 'go!go!vanillas', 'ACAね', 'eill', 'milet', 'Novelbright', 'SHISHAMO', ""I Don't Like Mondays."", 'ZUTOMAYO', 'MAISONdes']"
3z8diLlUCkN1j9N9ZdnfBJ,NiziU,63,['j-pop'],"['5kVZa4lFUmAQlBogl1fkd6', '2N19kPGlqKY8GiyE4DkAtp', '6CKN3GUiWMrESH1RKn3ecz', '0jWCX6zp4RjWrmZRxJ2uri', '6mEQK9m2krja6X1cfsAjfl', '0ixzjrK1wkN2zWBXt3VW3W', '6n4SsAp5VjvIBg3s9QCcPX', '0jJmZHZHNe8n24Y33z5Nil', '7JthQ6zwNzfxRfIEjp6wUs', '5Vo1hnCRmCM6M4thZCInCj', '4HfuyMMy295oBvbIuXr0v8', '4wCW8kZ8LL7QIdcE8EOKPP', '4L9VSeE7K3BTBndqEL9A6q', '4DDoAL8n6ob19r3jOZEbJI', '1XYuC1vxinTjHCNd5clB8C', '456uhEUGfOBCtJXdqcwhUZ', '1g51NlHKUXlgfvGP22m0uD', '6zGmypGQUBXD4ZC9EbfMme', '2IUl3m1H1EQ7QfNbNWvgru', '6rs1KAoQnFalSqSU4LTh8g']","['Aimyon', 'Little Glee Monster', 'E-girls', 'Novelbright', 'Ado', '優里', 'Masaki Suda', 'DISH//', 'HIRAIDAI', 'Official HIGE DANdism', 'GENERATIONS from EXILE TRIBE', 'BE:FIRST', 'Nissy', 'Kana Nishino', 'ARASHI', 'Radio Bootsy', 'J SOUL BROTHERS III', 'EXILE', 'Vaundy', 'back number']"
0ixzjrK1wkN2zWBXt3VW3W,優里,69,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']","['3BjFX1nExMNHvSaoLd1I1k', '0jWCX6zp4RjWrmZRxJ2uri', '71KI7v1YqVU8cIFzBl47dh', '6VuxycWaTHHrz5ZP5sNSsd', '7jCHrVGjeHUYP2pHv8FOJ3', '3jpPlA4ASvE9TlObazOIee', '4PFC7IPuGWwwYQUuuvSnrw', '7JthQ6zwNzfxRfIEjp6wUs', '2sd5k8N8cAOm6Q8OCcePw4', '2IUl3m1H1EQ7QfNbNWvgru', '7voEy17zvlQojgmQYUlKDK', '1t17z3vfuc82cxSDMrvryJ', '2ZjWbNQAjL74Pf4aqikIz2', '4WqXqPmUuenMIr4QaFrZXN', '6uMBnBtHeJmhc2tx1vDCae', '6xiT2jISLeWrj8udndxqW4', '4vN78fN1iEh83Pgaesw2jU', '5YPkOSqagMwjOWf7PLjHNF', '2q2P3aOEL8WUFApgPupsM9', '0jJmZHZHNe8n24Y33z5Nil']","['Takaya Kawasaki', 'Novelbright', 'もさを。', 'Yamazaru', 'wacci', 'BLOOM VASE', 'Berry Goodman', 'HIRAIDAI', 'Rin音', 'Vaundy', 'あれくん', 'Macaroni Empitsu', 'Shota Shimizu', 'Saucy Dog', 'sloppy dim', 'SugLawd Familiar', 'HENTAI SHINSHI CLUB', '上野大樹', 'Yoru no Hitowarai', 'DISH//']"
5kVZa4lFUmAQlBogl1fkd6,Aimyon,68,"['j-acoustic', 'j-pop']","['6n4SsAp5VjvIBg3s9QCcPX', '6rs1KAoQnFalSqSU4LTh8g', '1XErHyc10VN8bfGKma1Yyc', '2N19kPGlqKY8GiyE4DkAtp', '0jJmZHZHNe8n24Y33z5Nil', '7HwzlRPa9Ad0I8rK0FPzzK', '0jWCX6zp4RjWrmZRxJ2uri', '22FsmLO3ZyvgWBy5QbfcQi', '14T8NkbwXVZgbOvwnuGV89', '3z8diLlUCkN1j9N9ZdnfBJ', '1t17z3vfuc82cxSDMrvryJ', '7lNFzeAXmSIKexINNgO6bu', '0ySFZq3Wd0SQUyJUzmJAeb', '4QvgGvpgzgyUOo8Yp8LDm9', '5Vo1hnCRmCM6M4thZCInCj', '6TDMbiQCWeMClsMr9ORLRK', '0ixzjrK1wkN2zWBXt3VW3W', '6jIhEiXcCAyBsuEI7qZ9vc', '6YqdtpUutxodni6lUD4stM', '6ecCVdF55fHdbVlAu1lJXU']","['Masaki Suda', 'back number', 'Leo Ieiri', 'Little Glee Monster', 'DISH//', 'SEKAI NO OWARI', 'Novelbright', 'ayaka', 'GReeeeN', 'NiziU', 'Macaroni Empitsu', 'Yuzu', 'sumika', 'Mrs. GREEN APPLE', 'Official HIGE DANdism', 'aiko', '優里', 'Ken Hirai', 'WANIMA', 'FUNKY MONKEY BABYS']"
